timestamp,sensor_id,temperature_celsius,vibration_hz,current_amps
2026-05-26T08:01:46Z,EAF-01,1549.56,40.47,51267.15
2026-05-26T08:01:47Z,EAF-01,1546.71,46.75,52138.68
2026-05-26T08:01:48Z,EAF-01,1528.07,47.83,50749.81
2026-05-26T08:01:49Z,EAF-01,1504.61,43.71,53831.8
2026-05-26T08:01:50Z,EAF-01,1537.62,40.34,54832.37
2026-05-26T08:01:51Z,EAF-01,1526.96,45.58,53707.6
2026-05-26T08:01:52Z,EAF-01,1523.84,44.2,51432.0
2026-05-26T08:01:53Z,EAF-01,1519.3,44.67,50836.59
2026-05-26T08:01:54Z,EAF-01,1539.41,49.35,51977.9
2026-05-26T08:01:55Z,EAF-01,1537.37,44.96,53262.47
2026-05-26T08:01:56Z,EAF-01,1513.65,47.34,52122.43
2026-05-26T08:01:57Z,EAF-01,1516.9,42.87,51666.38
2026-05-26T08:01:58Z,EAF-01,1534.72,40.16,53285.6
2026-05-26T08:01:59Z,EAF-01,1548.67,44.48,54781.94
2026-05-26T08:02:00Z,EAF-01,1541.81,40.33,54332.37
2026-05-26T08:02:01Z,EAF-01,1507.73,44.02,52105.14
2026-05-26T08:02:02Z,EAF-01,1530.75,42.73,54938.04
2026-05-26T08:02:03Z,EAF-01,1508.71,44.7,54868.0
2026-05-26T08:02:04Z,EAF-01,1518.1,47.49,54161.76
2026-05-26T08:02:05Z,EAF-01,1549.4,43.44,50630.81
2026-05-26T08:02:06Z,EAF-01,1521.14,44.71,53968.0
2026-05-26T08:02:07Z,EAF-01,1516.77,45.26,53611.74
2026-05-26T08:02:08Z,EAF-01,1500.34,47.51,51787.53
2026-05-26T08:02:09Z,EAF-01,1542.93,46.69,51169.1
2026-05-26T08:02:10Z,EAF-01,1526.83,43.46,53780.66
2026-05-26T08:02:11Z,EAF-01,1501.81,49.78,51498.39
2026-05-26T08:02:12Z,EAF-01,1530.21,42.36,51081.33
2026-05-26T08:02:13Z,EAF-01,1529.93,42.55,52334.43
2026-05-26T08:02:14Z,EAF-01,1515.85,46.64,54892.74
2026-05-26T08:02:15Z,EAF-01,1504.16,46.53,50940.03
2026-05-26T08:02:16Z,EAF-01,1511.69,43.94,53997.78
2026-05-26T08:02:17Z,EAF-01,1521.12,45.54,51472.69
2026-05-26T08:02:18Z,EAF-01,1503.0,40.56,53124.72
2026-05-26T08:02:19Z,EAF-01,1540.29,49.05,52730.57
2026-05-26T08:02:20Z,EAF-01,1527.26,41.77,53181.95
2026-05-26T08:02:21Z,EAF-01,1530.25,44.14,53451.59
2026-05-26T08:02:22Z,EAF-01,1546.72,46.87,51779.82
2026-05-26T08:02:23Z,EAF-01,1509.05,44.34,50677.91
2026-05-26T08:02:24Z,EAF-01,1545.29,40.16,50791.7
2026-05-26T08:02:25Z,EAF-01,1510.87,44.65,51224.58
2026-05-26T08:02:26Z,EAF-01,1535.3,43.08,50904.49
2026-05-26T08:02:27Z,EAF-01,1517.58,42.39,50678.93
2026-05-26T08:02:28Z,EAF-01,1530.62,42.2,52249.95
2026-05-26T08:02:29Z,EAF-01,1528.94,43.73,54049.5
2026-05-26T08:02:30Z,EAF-01,1640.13,70.0,64813.38
2026-05-26T08:02:31Z,EAF-01,1537.85,49.52,51699.66
2026-05-26T08:02:32Z,EAF-01,1536.9,46.96,52777.87
2026-05-26T08:02:33Z,EAF-01,1530.7,42.4,52221.96
2026-05-26T08:02:34Z,EAF-01,1640.19,72.7,62649.76
2026-05-26T08:02:35Z,EAF-01,1537.18,46.67,50806.14
2026-05-26T08:02:36Z,EAF-01,1514.01,44.38,52657.84
2026-05-26T08:02:37Z,EAF-01,1525.72,47.91,53587.1
2026-05-26T08:02:38Z,EAF-01,1534.47,40.94,52670.54
2026-05-26T08:02:39Z,EAF-01,1529.82,45.34,52417.81
2026-05-26T08:02:40Z,EAF-01,1528.28,40.37,50779.74
2026-05-26T08:02:41Z,EAF-01,1505.52,48.7,53450.19
2026-05-26T08:02:42Z,EAF-01,1510.47,48.6,53121.98
2026-05-26T08:02:43Z,EAF-01,1528.03,44.82,52145.71
2026-05-26T08:02:44Z,EAF-01,1522.36,40.38,53619.99
2026-05-26T08:02:45Z,EAF-01,1536.55,40.12,54403.51
2026-05-26T08:02:46Z,EAF-01,1541.96,47.09,51510.29
2026-05-26T08:02:47Z,EAF-01,1514.18,40.07,51036.06
2026-05-26T08:02:48Z,EAF-01,1516.54,40.69,54673.62
2026-05-26T08:02:49Z,EAF-01,1507.17,48.48,50185.78
2026-05-26T08:02:50Z,EAF-01,1530.14,44.96,54800.86
2026-05-26T08:02:51Z,EAF-01,1538.48,40.11,54624.01
2026-05-26T08:02:52Z,EAF-01,1536.05,41.03,51648.47
2026-05-26T08:02:53Z,EAF-01,1508.57,41.18,54190.81
2026-05-26T08:02:54Z,EAF-01,1508.52,47.2,50559.72
2026-05-26T08:02:55Z,EAF-01,1537.23,48.55,52319.87
2026-05-26T08:02:56Z,EAF-01,1528.95,41.96,50326.73
2026-05-26T08:02:57Z,EAF-01,1526.23,49.89,51703.78
2026-05-26T08:02:58Z,EAF-01,1685.35,79.26,64745.84
2026-05-26T08:02:59Z,EAF-01,1511.24,45.06,51463.69
2026-05-26T08:03:00Z,EAF-01,1523.1,43.25,54570.62
2026-05-26T08:03:01Z,EAF-01,1655.58,72.72,63223.61
2026-05-26T08:03:02Z,EAF-01,1534.72,48.61,54123.46
2026-05-26T08:03:03Z,EAF-01,1507.66,46.9,54537.8
2026-05-26T08:03:04Z,EAF-01,1508.21,49.13,54697.24
2026-05-26T08:03:05Z,EAF-01,1542.97,42.55,50398.41
2026-05-26T08:03:06Z,EAF-01,1545.57,47.04,54702.91
2026-05-26T08:03:07Z,EAF-01,1546.92,43.73,52288.42
2026-05-26T08:03:08Z,EAF-01,1730.36,65.81,61183.52
2026-05-26T08:03:09Z,EAF-01,1502.57,46.14,51360.61
2026-05-26T08:03:10Z,EAF-01,1547.81,42.66,51481.68
2026-05-26T08:03:11Z,EAF-01,1506.56,47.72,53112.03
2026-05-26T08:03:12Z,EAF-01,1510.12,47.44,50125.0
2026-05-26T08:03:13Z,EAF-01,1543.36,46.56,54295.61
2026-05-26T08:03:14Z,EAF-01,1514.01,48.98,53547.32
2026-05-26T08:03:15Z,EAF-01,1526.79,47.8,53598.55
2026-05-26T08:03:16Z,EAF-01,1536.31,43.24,50163.79
2026-05-26T08:03:17Z,EAF-01,1507.45,45.65,52832.03
2026-05-26T08:03:18Z,EAF-01,1526.43,47.87,52381.14
2026-05-26T08:03:19Z,EAF-01,1508.33,40.89,51099.7
2026-05-26T08:03:20Z,EAF-01,1518.18,49.85,54099.88
2026-05-26T08:03:21Z,EAF-01,1536.39,43.63,53088.03
2026-05-26T08:03:22Z,EAF-01,1507.78,47.04,52521.52
2026-05-26T08:03:23Z,EAF-01,1528.8,49.86,52564.95
2026-05-26T08:03:24Z,EAF-01,1505.32,47.22,51251.53
2026-05-26T08:03:25Z,EAF-01,1532.52,41.76,52602.74
2026-05-26T08:03:26Z,EAF-01,1540.48,47.13,53058.7
2026-05-26T08:03:27Z,EAF-01,1534.75,47.56,50578.81
2026-05-26T08:03:28Z,EAF-01,1742.9,60.01,62274.24
2026-05-26T08:03:29Z,EAF-01,1525.92,46.45,54672.58
2026-05-26T08:03:30Z,EAF-01,1536.57,44.42,54602.23
2026-05-26T08:03:31Z,EAF-01,1549.92,47.01,52045.76
2026-05-26T08:03:32Z,EAF-01,1546.46,45.53,50374.51
2026-05-26T08:03:33Z,EAF-01,1538.19,44.71,52672.24
2026-05-26T08:03:34Z,EAF-01,1533.57,49.62,53107.26
2026-05-26T08:03:35Z,EAF-01,1513.7,46.26,53750.55
2026-05-26T08:03:36Z,EAF-01,1527.02,43.22,50095.02
2026-05-26T08:03:37Z,EAF-01,1546.38,46.63,53303.35
2026-05-26T08:03:38Z,EAF-01,1543.19,46.61,53522.58
2026-05-26T08:03:39Z,EAF-01,1539.16,43.09,50921.38
2026-05-26T08:03:40Z,EAF-01,1510.47,42.74,51304.33
2026-05-26T08:03:41Z,EAF-01,1517.75,48.82,53452.77
2026-05-26T08:03:42Z,EAF-01,1506.64,41.41,53500.19
2026-05-26T08:03:43Z,EAF-01,1518.98,45.3,51370.84
2026-05-26T08:03:44Z,EAF-01,1527.62,43.64,52077.8
2026-05-26T08:03:45Z,EAF-01,1513.83,42.6,53232.88
2026-05-26T08:03:46Z,EAF-01,1530.96,48.05,52379.35
2026-05-26T08:03:47Z,EAF-01,1540.58,41.63,50916.45
2026-05-26T08:03:48Z,EAF-01,1529.45,44.35,52751.53
2026-05-26T08:03:49Z,EAF-01,1512.48,42.93,54961.18
2026-05-26T08:03:50Z,EAF-01,1530.9,49.86,50081.87
2026-05-26T08:03:51Z,EAF-01,1548.13,41.36,53022.12
2026-05-26T08:03:52Z,EAF-01,1509.31,40.09,52020.42
2026-05-26T08:03:53Z,EAF-01,1537.57,47.67,52228.87
2026-05-26T08:03:54Z,EAF-01,1517.96,41.58,50901.75
2026-05-26T08:03:55Z,EAF-01,1522.77,49.83,54546.72
2026-05-26T08:03:56Z,EAF-01,1527.99,40.68,53484.88
2026-05-26T08:03:57Z,EAF-01,1534.88,42.94,50466.52
2026-05-26T08:03:58Z,EAF-01,1541.59,43.88,52001.38
2026-05-26T08:03:59Z,EAF-01,1511.57,40.33,50406.63
2026-05-26T08:04:00Z,EAF-01,1507.99,43.81,53557.51
2026-05-26T08:04:01Z,EAF-01,1501.16,43.37,52080.42
2026-05-26T08:04:02Z,EAF-01,1547.62,40.35,51573.35
2026-05-26T08:04:03Z,EAF-01,1549.66,41.96,54183.41
2026-05-26T08:04:04Z,EAF-01,1537.9,47.57,52043.26
2026-05-26T08:04:05Z,EAF-01,1512.7,47.04,53556.37
2026-05-26T08:04:06Z,EAF-01,1529.37,46.7,53006.51
2026-05-26T08:04:07Z,EAF-01,1545.65,49.14,53666.27
2026-05-26T08:04:08Z,EAF-01,1534.19,49.9,52787.92
2026-05-26T08:04:09Z,EAF-01,1531.98,49.34,50127.04
2026-05-26T08:04:10Z,EAF-01,1517.84,41.57,51471.06
2026-05-26T08:04:11Z,EAF-01,1514.51,45.02,51274.81
2026-05-26T08:04:12Z,EAF-01,1532.15,49.77,50411.6
2026-05-26T08:04:13Z,EAF-01,1543.82,45.87,53898.55
2026-05-26T08:04:14Z,EAF-01,1548.89,49.38,52412.71
2026-05-26T08:04:15Z,EAF-01,1520.58,45.62,53543.29
2026-05-26T08:04:16Z,EAF-01,1536.55,47.87,54720.57
2026-05-26T08:04:17Z,EAF-01,1513.99,45.31,51003.51
2026-05-26T08:04:18Z,EAF-01,1658.88,73.6,64453.38
2026-05-26T08:04:19Z,EAF-01,1536.94,45.11,50676.48
2026-05-26T08:04:20Z,EAF-01,1536.8,48.54,52506.09
2026-05-26T08:04:21Z,EAF-01,1512.01,47.05,54915.85
2026-05-26T08:04:22Z,EAF-01,1536.87,44.53,50034.25
2026-05-26T08:04:23Z,EAF-01,1511.59,45.19,53910.82
2026-05-26T08:04:24Z,EAF-01,1503.65,45.96,52815.59
2026-05-26T08:04:25Z,EAF-01,1504.79,46.95,51650.43
2026-05-26T08:04:26Z,EAF-01,1538.05,41.75,52618.92
2026-05-26T08:04:27Z,EAF-01,1544.42,40.46,50392.58
2026-05-26T08:04:28Z,EAF-01,1514.72,42.72,53781.97
2026-05-26T08:04:29Z,EAF-01,1523.54,44.92,52674.79
2026-05-26T08:04:30Z,EAF-01,1513.21,41.08,51765.8
2026-05-26T08:04:31Z,EAF-01,1519.34,40.44,53207.49
2026-05-26T08:04:32Z,EAF-01,1546.52,48.94,53675.4
2026-05-26T08:04:33Z,EAF-01,1524.44,43.91,51686.01
2026-05-26T08:04:34Z,EAF-01,1538.66,44.06,54027.08
2026-05-26T08:04:35Z,EAF-01,1535.75,49.32,52792.94
2026-05-26T08:04:36Z,EAF-01,1530.61,45.59,51410.97
2026-05-26T08:04:37Z,EAF-01,1525.14,42.05,51565.07
2026-05-26T08:04:38Z,EAF-01,1516.71,42.75,54140.78
2026-05-26T08:04:39Z,EAF-01,1530.39,49.68,51039.16
2026-05-26T08:04:40Z,EAF-01,1505.18,41.07,50064.14
2026-05-26T08:04:41Z,EAF-01,1507.51,45.84,52409.5
2026-05-26T08:04:42Z,EAF-01,1681.46,68.79,62970.41
2026-05-26T08:04:43Z,EAF-01,1545.24,43.92,53819.61
2026-05-26T08:04:44Z,EAF-01,1502.03,43.74,53785.09
2026-05-26T08:04:45Z,EAF-01,1504.67,43.44,50898.77
2026-05-26T08:04:46Z,EAF-01,1534.39,41.4,53063.79
2026-05-26T08:04:47Z,EAF-01,1504.18,47.19,54222.4
2026-05-26T08:04:48Z,EAF-01,1506.23,42.58,52745.27
2026-05-26T08:04:49Z,EAF-01,1514.48,48.53,50542.5
2026-05-26T08:04:50Z,EAF-01,1533.46,41.18,54554.87
2026-05-26T08:04:51Z,EAF-01,1538.46,46.55,53399.54
2026-05-26T08:04:52Z,EAF-01,1533.51,40.43,53123.8
2026-05-26T08:04:53Z,EAF-01,1527.62,41.21,52821.35
2026-05-26T08:04:54Z,EAF-01,1541.12,46.43,53707.53
2026-05-26T08:04:55Z,EAF-01,1521.87,40.33,53046.21
2026-05-26T08:04:56Z,EAF-01,1518.89,45.82,53104.22
2026-05-26T08:04:57Z,EAF-01,1530.11,42.17,52607.44
2026-05-26T08:04:58Z,EAF-01,1517.03,46.59,50412.15
2026-05-26T08:04:59Z,EAF-01,1514.4,49.72,54708.48
2026-05-26T08:05:00Z,EAF-01,1531.54,43.41,50942.32
2026-05-26T08:05:01Z,EAF-01,1503.22,40.21,51501.48
2026-05-26T08:05:02Z,EAF-01,1513.58,41.32,51236.11
2026-05-26T08:05:03Z,EAF-01,1545.9,42.73,51943.71
2026-05-26T08:05:04Z,EAF-01,1521.12,45.17,51872.68
2026-05-26T08:05:05Z,EAF-01,1532.85,49.62,51276.46
2026-05-26T08:05:06Z,EAF-01,1515.35,48.67,51723.55
2026-05-26T08:05:07Z,EAF-01,1541.02,48.03,53588.24
2026-05-26T08:05:08Z,EAF-01,1501.18,43.29,52332.35
2026-05-26T08:05:09Z,EAF-01,1513.81,47.66,50530.21
2026-05-26T08:05:10Z,EAF-01,1512.6,45.28,54901.9
2026-05-26T08:05:11Z,EAF-01,1535.63,49.94,52507.27
2026-05-26T08:05:12Z,EAF-01,1537.68,49.92,51807.06
2026-05-26T08:05:13Z,EAF-01,1665.16,63.06,63252.58
2026-05-26T08:05:14Z,EAF-01,1518.42,45.55,50706.33
2026-05-26T08:05:15Z,EAF-01,1540.63,45.26,53294.6
2026-05-26T08:05:16Z,EAF-01,1516.9,41.42,50455.4
2026-05-26T08:05:17Z,EAF-01,1526.99,41.65,53968.92
2026-05-26T08:05:18Z,EAF-01,1516.02,42.02,54899.38
2026-05-26T08:05:19Z,EAF-01,1516.08,41.34,53224.58
2026-05-26T08:05:20Z,EAF-01,1519.76,45.9,53430.42
2026-05-26T08:05:21Z,EAF-01,1534.7,40.85,51364.98
2026-05-26T08:05:22Z,EAF-01,1549.87,49.82,50944.26
2026-05-26T08:05:23Z,EAF-01,1673.91,74.67,63300.59
2026-05-26T08:05:24Z,EAF-01,1505.81,43.43,53710.24
2026-05-26T08:05:25Z,EAF-01,1505.7,44.54,54447.99
2026-05-26T08:05:26Z,EAF-01,1533.81,48.97,53169.09
2026-05-26T08:05:27Z,EAF-01,1527.74,47.79,52829.02
2026-05-26T08:05:28Z,EAF-01,1531.75,47.23,51634.89
2026-05-26T08:05:29Z,EAF-01,1542.09,48.57,54933.11
2026-05-26T08:05:30Z,EAF-01,1501.59,44.08,54734.67
2026-05-26T08:05:31Z,EAF-01,1540.62,44.98,52676.32
2026-05-26T08:05:32Z,EAF-01,1514.07,49.77,51326.26
2026-05-26T08:05:33Z,EAF-01,1526.84,43.44,52077.2
2026-05-26T08:05:34Z,EAF-01,1508.76,43.33,54373.23
2026-05-26T08:05:35Z,EAF-01,1542.9,48.97,52060.75
2026-05-26T08:05:36Z,EAF-01,1536.66,41.93,50405.93
2026-05-26T08:05:37Z,EAF-01,1511.43,47.01,52572.64
2026-05-26T08:05:38Z,EAF-01,1526.78,43.05,51803.91
2026-05-26T08:05:39Z,EAF-01,1540.89,49.55,51869.44
2026-05-26T08:05:40Z,EAF-01,1538.75,47.01,52305.32
2026-05-26T08:05:41Z,EAF-01,1526.62,49.55,54710.8
2026-05-26T08:05:42Z,EAF-01,1538.77,42.72,54900.65
2026-05-26T08:05:43Z,EAF-01,1516.52,42.77,53319.27
2026-05-26T08:05:44Z,EAF-01,1511.36,48.85,51933.79
2026-05-26T08:05:45Z,EAF-01,1534.51,46.29,51105.73
2026-05-26T08:05:46Z,EAF-01,1519.62,49.69,53211.53
2026-05-26T08:05:47Z,EAF-01,1517.07,44.45,54540.82
2026-05-26T08:05:48Z,EAF-01,1542.44,49.91,53790.16
2026-05-26T08:05:49Z,EAF-01,1501.13,48.88,51585.33
2026-05-26T08:05:50Z,EAF-01,1510.23,46.09,52456.15
2026-05-26T08:05:51Z,EAF-01,1504.9,41.18,50703.4
2026-05-26T08:05:52Z,EAF-01,1527.62,44.52,53605.53
2026-05-26T08:05:53Z,EAF-01,1546.36,42.12,53494.89
2026-05-26T08:05:54Z,EAF-01,1517.97,41.99,50736.8
2026-05-26T08:05:55Z,EAF-01,1501.93,45.81,52042.47
2026-05-26T08:05:56Z,EAF-01,1519.93,48.33,53923.26
2026-05-26T08:05:57Z,EAF-01,1632.6,77.85,61480.38
2026-05-26T08:05:58Z,EAF-01,1541.24,45.93,50042.56
2026-05-26T08:05:59Z,EAF-01,1540.41,44.05,51304.81
2026-05-26T08:06:00Z,EAF-01,1532.47,45.59,53655.27
2026-05-26T08:06:01Z,EAF-01,1522.69,41.08,51427.75
2026-05-26T08:06:02Z,EAF-01,1527.28,48.12,52356.84
2026-05-26T08:06:03Z,EAF-01,1539.48,49.73,54564.23
2026-05-26T08:06:04Z,EAF-01,1516.09,45.79,51816.87
2026-05-26T08:06:05Z,EAF-01,1545.54,40.6,53571.0
2026-05-26T08:06:06Z,EAF-01,1542.06,40.89,53394.36
2026-05-26T08:06:07Z,EAF-01,1521.6,48.68,54847.78
2026-05-26T08:06:08Z,EAF-01,1525.81,42.45,52053.86
2026-05-26T08:06:09Z,EAF-01,1535.47,44.97,50111.6
2026-05-26T08:06:10Z,EAF-01,1502.55,40.81,53937.81
2026-05-26T08:06:11Z,EAF-01,1512.26,41.67,53511.07
2026-05-26T08:06:12Z,EAF-01,1533.96,48.06,51342.9
2026-05-26T08:06:13Z,EAF-01,1501.82,48.48,51491.6
2026-05-26T08:06:14Z,EAF-01,1503.86,44.06,50969.08
2026-05-26T08:06:15Z,EAF-01,1518.4,46.65,51183.0
2026-05-26T08:06:16Z,EAF-01,1522.87,44.93,53069.85
2026-05-26T08:06:17Z,EAF-01,1524.36,48.82,54592.43
2026-05-26T08:06:18Z,EAF-01,1546.36,49.0,50132.71
2026-05-26T08:06:19Z,EAF-01,1529.2,41.77,53007.65
2026-05-26T08:06:20Z,EAF-01,1539.67,49.22,51416.52
2026-05-26T08:06:21Z,EAF-01,1519.37,43.86,53709.38
2026-05-26T08:06:22Z,EAF-01,1540.52,42.53,52808.64
2026-05-26T08:06:23Z,EAF-01,1720.37,73.78,62383.25
2026-05-26T08:06:24Z,EAF-01,1530.86,42.37,52825.13
2026-05-26T08:06:25Z,EAF-01,1508.26,40.04,54379.57
2026-05-26T08:06:26Z,EAF-01,1523.99,47.72,53365.91
2026-05-26T08:06:27Z,EAF-01,1523.39,49.25,50251.71
2026-05-26T08:06:28Z,EAF-01,1501.34,48.48,54176.19
2026-05-26T08:06:29Z,EAF-01,1517.08,46.21,53861.35
2026-05-26T08:06:30Z,EAF-01,1548.36,41.0,50939.92
2026-05-26T08:06:31Z,EAF-01,1513.67,49.75,50526.81
2026-05-26T08:06:32Z,EAF-01,1673.29,63.94,60016.63
2026-05-26T08:06:33Z,EAF-01,1534.62,43.62,51573.04
2026-05-26T08:06:34Z,EAF-01,1547.59,49.83,52012.58
2026-05-26T08:06:35Z,EAF-01,1516.24,47.14,50501.96
2026-05-26T08:06:36Z,EAF-01,1549.65,46.27,51609.24
2026-05-26T08:06:37Z,EAF-01,1525.54,45.57,50854.26
